time,AWS,CHIRPS,WRF
07.07.2004,2.766666667,0.21937642,0.32580203
08.07.2004,0,0.012726374,0.38544357
09.07.2004,0,0,0.053005602
10.07.2004,0.266666667,0.14201674,0.46670452
11.07.2004,0,0,0.20132923
12.07.2004,0,0,0.775126
13.07.2004,0.733333333,0,1.7108922
14.07.2004,0,0,1.3763553
15.07.2004,0.5,0.048818953,3.9108794
16.07.2004,0,0.15695293,1.0922903
17.07.2004,0,0,0.030895378
18.07.2004,0,0,1.4242496
19.07.2004,0,0,1.0067595
20.07.2004,0,0,0.8871735
21.07.2004,0,0,0.10463555
22.07.2004,0,0,0.20533188
23.07.2004,0,0,0.07612278
24.07.2004,0,0,0.014606914
25.07.2004,0,0,0.013867203
26.07.2004,0,0.03650469,0.27936962
27.07.2004,0,0.26882806,0.141524
28.07.2004,0,0,0.029654708
29.07.2004,0,0,0.004317031
30.07.2004,0.966666667,0,0.007263665
31.07.2004,0,0.009214015,0
01.08.2004,0,0,0
02.08.2004,0,0,0
03.08.2004,0,0,0
04.08.2004,0,0,0
05.08.2004,0,0,0
06.08.2004,0,0,0
07.08.2004,0,0,0.012200175
08.08.2004,0,0,0
09.08.2004,0,0,0.030374013
10.08.2004,0,0.4748693,0.2669475
11.08.2004,0,0,0.014488796
12.08.2004,0,0,0
13.08.2004,0,0,0
14.08.2004,0,0,0.002318043
15.08.2004,0,0,0
16.08.2004,0,0,0
17.08.2004,0,0,0
18.08.2004,0,0,0
19.08.2004,0,0,0
20.08.2004,0,0,0
21.08.2004,0,0,0
22.08.2004,0,0,0
23.08.2004,0,0,0.12571341
24.08.2004,0,0,0.3703511
25.08.2004,0,0.23933317,0.016644008
26.08.2004,0,1.2520982,0.012744951
27.08.2004,0,0.70402366,0
28.08.2004,0,1.2263887,0
29.08.2004,0,0.02137741,0.707028
30.08.2004,0,0.06422079,0.09096018
31.08.2004,0,0.13251649,0.005403413
01.09.2004,0,0,0.07193747
02.09.2004,0,0,0.0576365
03.09.2004,0,0,0.10787
04.09.2004,0,0,0.030785937
05.09.2004,0.2,0,0.21054849
06.09.2004,4.633333333,0,3.3365781
07.09.2004,4.9,0.2231726,1.5529716
08.09.2004,3.266666667,0.6819536,3.528166
09.09.2004,3.2,9.807351,2.5098875
10.09.2004,0.1,8.787935,0.026519896
11.09.2004,0.466666667,0.02091113,0.2621553
12.09.2004,0,0,0
13.09.2004,0,0,0.078564346
14.09.2004,0,0.13345648,1.9696543
15.09.2004,1.5,0.08791285,2.4008188
16.09.2004,1.833333333,0.18892524,1.595882
17.09.2004,0.333333333,0,1.2276427
18.09.2004,5.033333333,0,2.3519254
19.09.2004,0.233333333,0,1.3323134
20.09.2004,1.3,0.058144074,2.4490035
21.09.2004,0.9,0.34429398,1.7214742
22.09.2004,0,0,0.31238613
23.09.2004,0,0,0
24.09.2004,0,0,0.63320065
25.09.2004,0,0.05865084,1.6409394
26.09.2004,0.566666667,1.0694063,0.63561445
27.09.2004,0,0,0.1977412
28.09.2004,3.3,0,1.4676749
29.09.2004,6.5,7.5105324,2.7238083
30.09.2004,0.35,1.4244188,2.1289659
01.10.2004,3.3,2.053869,2.195513
02.10.2004,5.066666667,0.06280734,2.708282
03.10.2004,6.033333333,1.1014823,3.250787
04.10.2004,1.433333333,0.9089582,2.485252
05.10.2004,0,0.023203794,1.4159827
06.10.2004,0.066666667,0,2.1797132
07.10.2004,0,0.45766214,3.1009264
08.10.2004,1.7,1.9858876,1.5790753
09.10.2004,0,0.02379059,1.3894464
10.10.2004,0,0,0.7249335
11.10.2004,0,0,0.003692906
12.10.2004,0,0,0
13.10.2004,0,0,0.050894495
14.10.2004,0,0,0.53424937
15.10.2004,0,0,0.75022405
16.10.2004,1.9,0.8181599,2.3451183
17.10.2004,3.866666667,1.5573646,4.4761143
18.10.2004,1,2.4334767,1.4009299
19.10.2004,3.666666667,2.1377122,2.2893791
20.10.2004,0.666666667,11.026946,6.2366467
21.10.2004,4.2,6.6334434,8.649281
22.10.2004,4.666666667,0.49743137,4.697745
23.10.2004,7.733333333,6.4145236,5.049152
24.10.2004,19.43333333,8.644754,7.2031007
25.10.2004,5.266666667,5.7483473,3.861244
26.10.2004,7.4,8.547098,3.7670844
27.10.2004,6.466666667,3.332625,6.024343
28.10.2004,7.2,1.8215572,7.104889
29.10.2004,9.433333333,1.5974053,5.868394
30.10.2004,3.1,1.6987349,3.596439
31.10.2004,1.933333333,0.6027606,4.840107
01.11.2004,1.133333333,9.091831,7.3174243
02.11.2004,9.466666667,3.9326615,3.1529593
03.11.2004,5.266666667,2.5543876,4.6593366
04.11.2004,9.366666667,1.099336,7.6112986
05.11.2004,9.2,5.615913,9.193189
06.11.2004,3.6,0.29704747,8.419747
07.11.2004,15.13333333,5.2146025,7.9306035
08.11.2004,3.5,9.15733,9.075488
09.11.2004,2.2,11.788398,3.9207833
10.11.2004,2.9,7.6918635,3.5368042
11.11.2004,0.666666667,1.9627647,2.9121487
12.11.2004,0,0.07859311,1.5452251
13.11.2004,0,0,0.97666734
14.11.2004,0,0,0
15.11.2004,0,0,0
16.11.2004,0,0,0.13793169
17.11.2004,0,0,0.4186185
18.11.2004,0,0.26407894,0.79214364
19.11.2004,0,0,1.420709
20.11.2004,2.866666667,1.058611,8.692605
21.11.2004,13.16666667,2.141805,10.753524
22.11.2004,0.833333333,2.741955,5.2155585
23.11.2004,1.833333333,0,1.3357952
24.11.2004,0,0.93033934,0.5810518
25.11.2004,2,0.18342428,0.11979649
26.11.2004,5.766666667,1.2322801,2.0963347
27.11.2004,0.766666667,2.4990284,2.6549492
28.11.2004,1.833333333,0.9889338,1.1409079
29.11.2004,0,3.2655919,0.29153463
30.11.2004,2.733333333,2.3931403,3.012406
01.12.2004,0.7,0.030090353,10.169046
02.12.2004,11.56666667,1.5420684,9.221331
03.12.2004,2.933333333,1.884423,6.9225883
04.12.2004,0.566666667,1.8353088,3.167814
05.12.2004,1.666666667,3.037784,0.95125574
06.12.2004,3.033333333,4.562921,2.0425992
07.12.2004,4.6,7.242668,6.41982
08.12.2004,3.966666667,4.040345,8.58362
09.12.2004,19.2,2.910334,10.100552
10.12.2004,6.333333333,8.200824,7.6312537
11.12.2004,1.8,2.0497282,2.682199
12.12.2004,7.733333333,2.72738,5.9548306
13.12.2004,3.166666667,0.42438617,4.2534966
14.12.2004,6.033333333,12.012094,8.708201
15.12.2004,4.266666667,1.4416404,9.648443
16.12.2004,9.2,3.303181,4.3843036
17.12.2004,0.2,4.494579,4.6980186
18.12.2004,0,4.2735558,0.17232113
19.12.2004,0,0.16737458,0.36368397
20.12.2004,0,0.29539782,0.38365936
21.12.2004,0.2,4.5720496,1.3750219
22.12.2004,1.5,4.083443,1.0899954
23.12.2004,0,0.6733489,0.122997664
24.12.2004,0,0.23042162,0.079750694
25.12.2004,0,0.09253263,0.34149817
26.12.2004,0.5,0,0.5191385
27.12.2004,0.6,1.9244848,2.385036
28.12.2004,0.433333333,1.2238694,7.185042
29.12.2004,4.5,2.3173413,6.706745
30.12.2004,1.433333333,3.3592231,11.111553
31.12.2004,4.55,2.582956,4.077393
01.01.2005,1.766666667,0,3.4476721
02.01.2005,2,0.3697469,2.199552
03.01.2005,9.266666667,3.9065232,7.16449
04.01.2005,3.5,13.70529,6.462459
05.01.2005,7.466666667,0.7079446,12.0679455
06.01.2005,2.366666667,1.2077816,4.6962795
07.01.2005,0,0.60962164,2.3409712
08.01.2005,1.2,2.9344018,3.1573353
09.01.2005,7.133333333,2.8769054,5.601623
10.01.2005,1.933333333,5.1214895,3.952276
11.01.2005,2.1,0.07429088,6.0151076
12.01.2005,3.133333333,0,4.2228184
13.01.2005,3.1,0.681397,3.4720504
14.01.2005,3.433333333,9.534672,5.1916986
15.01.2005,9.033333333,2.1697845,1.9845473
16.01.2005,0,0.07645808,0.36832416
17.01.2005,0,5.220096,0.20332432
18.01.2005,0,0.11489251,0.10621751
19.01.2005,0,0,0
20.01.2005,0,0,0
21.01.2005,0,0,0
22.01.2005,0,0,0
23.01.2005,1.2,0,2.762581
24.01.2005,2.333333333,5.7457843,4.929693
25.01.2005,4.433333333,2.6795,3.0771794
26.01.2005,16.8,5.6870008,4.055713
27.01.2005,0.833333333,4.1630096,0.15981902
28.01.2005,2.5,3.603426,2.055442
29.01.2005,1.366666667,0.82362807,4.5102386
30.01.2005,7.866666667,1.2272693,5.4119573
31.01.2005,0.666666667,2.2904649,7.6454177
01.02.2005,0.333333333,1.1349909,9.812332
02.02.2005,0,6.868548,5.2598214
03.02.2005,4,1.9220608,1.0996466
04.02.2005,0,0.29007694,0.3345901
05.02.2005,0,0,0.01702409
06.02.2005,1.3,0.03919031,2.7446704
07.02.2005,0.366666667,0.7999692,6.2983522
08.02.2005,8.666666667,0,8.899585
09.02.2005,4.133333333,0.54241765,7.870113
10.02.2005,3.4,14.67993,12.912357
11.02.2005,2.3,27.579597,1.817037
12.02.2005,5.4,5.7890763,2.2205727
13.02.2005,14.13333333,6.8256397,8.914847
14.02.2005,3.966666667,1.251739,12.592623
15.02.2005,1.833333333,0.39441633,2.6415052
16.02.2005,0.733333333,0,1.5472052
17.02.2005,1.133333333,0,1.0620807
18.02.2005,1.3,0,0.004560636
19.02.2005,4.366666667,0,2.6430454
20.02.2005,9.4,0,3.7240725
21.02.2005,4.2,0.03262356,3.4944181
22.02.2005,1.4,0.022578185,4.692523
23.02.2005,1.6,0,2.0330353
24.02.2005,0.866666667,0,3.2945387
25.02.2005,0.7,0,2.4188936
26.02.2005,0.833333333,1.063701,0.23393299
27.02.2005,6.033333333,1.892566,2.8610954
28.02.2005,4.9,3.1838312,2.584822
01.03.2005,7.033333333,14.583835,10.132472
02.03.2005,1.9,4.7949424,3.459552
03.03.2005,12.1,3.34283,12.776141
04.03.2005,9.166666667,0.017205734,4.0036626
05.03.2005,0.633333333,0.8177237,0.19852337
06.03.2005,11.76666667,1.3473914,10.063698
07.03.2005,6.366666667,2.6921525,5.8037524
08.03.2005,4.266666667,5.736631,1.5407963
09.03.2005,7.266666667,7.9908543,12.448857
10.03.2005,5.366666667,9.831334,15.965552
11.03.2005,5.566666667,3.3745744,12.440143
12.03.2005,2,6.411819,8.8021
13.03.2005,6,5.6670218,9.667181
14.03.2005,13.76666667,6.7428536,6.8344235
15.03.2005,8.566666667,7.9968295,4.7028723
16.03.2005,1.1,8.569685,10.571435
17.03.2005,6.5,1.6269087,8.307758
18.03.2005,6.566666667,3.5458028,14.767945
19.03.2005,8.6,6.9650717,13.236128
20.03.2005,14.73333333,12.070275,11.695602
21.03.2005,0.8,4.439466,7.511995
22.03.2005,1.733333333,1.1459006,5.429298
23.03.2005,2.933333333,0,5.73174
24.03.2005,1.366666667,2.05888,5.566465
25.03.2005,5.133333333,11.052238,7.646894
26.03.2005,1.333333333,2.767683,5.377539
27.03.2005,15.33333333,0.3210534,4.859377
28.03.2005,6.3,9.234062,8.925315
29.03.2005,9.433333333,0.26541743,7.0751176
30.03.2005,6.333333333,0.37926632,8.004754
31.03.2005,6.833333333,9.565072,9.139742
01.04.2005,4.166666667,11.195994,5.637789
02.04.2005,2.2,2.0750299,3.0940404
03.04.2005,3.833333333,0.17726435,1.7748108
04.04.2005,4.866666667,0,0.7308937
05.04.2005,2.533333333,1.9477912,1.5377189
06.04.2005,1.533333333,2.2247498,1.1934325
07.04.2005,0.3,0.18671857,1.1130356
08.04.2005,0,0.657804,0.4920461
09.04.2005,0.166666667,0,0.5227521
10.04.2005,0.266666667,0,0.71010035
11.04.2005,7.4,0,1.0328815
12.04.2005,1.466666667,1.6602789,0.31131315
13.04.2005,0,0,1.2897269
14.04.2005,0.233333333,0.4539488,0.31515995
15.04.2005,0,0.42234167,0.47981086
16.04.2005,0,0,2.279794
17.04.2005,3.033333333,0,4.0608726
18.04.2005,2.066666667,0.13164034,3.9593883
19.04.2005,4.1,1.8441305,4.4262156
20.04.2005,0.933333333,2.023067,8.844135
21.04.2005,4.133333333,4.314914,10.005217
22.04.2005,1.733333333,3.808321,3.901374
23.04.2005,0,6.772937,0.3406996
24.04.2005,0,0,0.016218752
25.04.2005,0,0,1.3961501
26.04.2005,1.033333333,0,1.2393029
27.04.2005,2.233333333,7.8251076,5.8871884
28.04.2005,0,0.37721997,0.38435066
29.04.2005,0.8,0.6690306,5.940813
30.04.2005,7.366666667,2.8485646,5.8551106
01.05.2005,0.366666667,3.1052077,3.5803368
02.05.2005,5.266666667,0.09140647,1.5279851
03.05.2005,1.966666667,0,2.3130379
04.05.2005,0.666666667,0,2.2512784
05.05.2005,0.266666667,0,0.18453234
06.05.2005,0,0,0.009596081
07.05.2005,0,0,0.16173062
08.05.2005,0,0,1.8904141
09.05.2005,0,0,1.5932088
10.05.2005,0.5,0,0.46318674
11.05.2005,0,0,0.02396228
12.05.2005,0,0,0
13.05.2005,0,0,0.4556064
14.05.2005,0.666666667,0,3.0500429
15.05.2005,0.3,1.3720125,1.4562752
16.05.2005,0.166666667,0,2.2867396
17.05.2005,0,0.88896173,3.9636893
18.05.2005,0,1.5366944,0.6200381
19.05.2005,0,0,0.39000115
20.05.2005,0,2.8886254,0.14310949
21.05.2005,0,3.374188,0.48179266
22.05.2005,0,2.882768,1.2018886
23.05.2005,0,0.5573385,0.06262037
24.05.2005,0,0,0.19978565
25.05.2005,0,0,0
26.05.2005,0,0.013093891,0.023076264
27.05.2005,0,0.06778937,0
28.05.2005,0,0,0
29.05.2005,0,0,0
30.05.2005,0,0,0
31.05.2005,0,0,0
01.06.2005,0,0,0
02.06.2005,0,0,0.011627783
03.06.2005,0,0,0.61066
04.06.2005,0,0.4479375,0.48769513
05.06.2005,0,0.3893126,2.1036904
06.06.2005,0,0.21324922,0.29455182
07.06.2005,0,0,0.029229684
08.06.2005,0,0,0
09.06.2005,0,0,0.03244662
10.06.2005,0,0,0
11.06.2005,0,0,0
12.06.2005,0,0,0
13.06.2005,0,0,0.16347745
14.06.2005,0,0,0
15.06.2005,0,0,0.025928196
16.06.2005,0,0,0
17.06.2005,0,0,0
18.06.2005,0,0,0
19.06.2005,0,0,0
20.06.2005,0,0.25747934,0.23573433
21.06.2005,0,0.24555384,0.4152386
22.06.2005,0,0,0.002377638
23.06.2005,0,0,0
24.06.2005,0,0,0
25.06.2005,0,0,0.15384229
26.06.2005,0,0,0
27.06.2005,0,0,0
28.06.2005,0,0,0
29.06.2005,0,0,0
30.06.2005,0,0,0
01.07.2005,0,0.31525272,0
02.07.2005,0,0,0
03.07.2005,0,0,0
04.07.2005,0,0,0.055998016
05.07.2005,0,0,0
06.07.2005,0,0,0
07.07.2005,0,0.54586667,0
08.07.2005,0,0,0
09.07.2005,0,0,0
10.07.2005,0,0,0
11.07.2005,0,0,0
12.07.2005,0,0,0
13.07.2005,0,0,0
14.07.2005,0,0.011151166,0.003935867
15.07.2005,0,0,0
16.07.2005,0,0.15202497,0
17.07.2005,0,0,0
18.07.2005,0,0,0.12478628
19.07.2005,0,0.01492436,0.32342595
20.07.2005,0,0.06080559,0.08114865
21.07.2005,0,0.3740927,0
22.07.2005,0,0,0
23.07.2005,0,0,0.00405949
24.07.2005,0,0,0.005154755
25.07.2005,0,0,0.0502991
26.07.2005,0,0.2743008,0
27.07.2005,0,0,0
28.07.2005,0,0,0
29.07.2005,0,0,0
30.07.2005,0,0.01815587,0
31.07.2005,0,0.01815587,0
01.08.2005,0,0,0
02.08.2005,0,0,0
03.08.2005,0,0,0
04.08.2005,0,0,0.006699523
05.08.2005,0,0,0.023022724
06.08.2005,0,0.22094373,0
07.08.2005,0,0,0
08.08.2005,0,0,0.022591453
09.08.2005,0,0,0.13680899
10.08.2005,0,0,0
11.08.2005,0,0,0
12.08.2005,0,0,0
13.08.2005,0,0,0
14.08.2005,0,0,0
15.08.2005,0,0,0
16.08.2005,0,0,0
17.08.2005,0,0,0
18.08.2005,0,0,0
19.08.2005,0,0,0
20.08.2005,0.233333333,0,0
21.08.2005,0.233333333,0,0.35360432
22.08.2005,0,0.9829583,0.011420769
23.08.2005,0.433333333,1.438341,0.63594294
24.08.2005,0.1,0.39812186,1.0368934
25.08.2005,0,0.096049584,0.19120066
26.08.2005,1.266666667,0.079523735,0.2572981
27.08.2005,0.266666667,0.99051934,1.4148182
28.08.2005,0,0,0
29.08.2005,0.733333333,0,0
30.08.2005,0.566666667,0.995165,0.40696207
31.08.2005,2.233333333,0.17819309,0.8522595
01.09.2005,0.966666667,0,1.8232661
02.09.2005,0.666666667,0,0.14475313
03.09.2005,1.133333333,0.056028098,1.2745926
04.09.2005,0.1,0.10797868,1.0961542
05.09.2005,0,0,0.58071977
06.09.2005,0.966666667,0,0.6635572
07.09.2005,0,0,0.5802328
08.09.2005,0,0,0.47970706
09.09.2005,0,0,0.30424458
10.09.2005,0,0,0.07319533
11.09.2005,0,0,0.0874223
12.09.2005,0,0,0.001980012
13.09.2005,0,0,0.70456797
14.09.2005,0,0,0.028442658
15.09.2005,0,0,0
16.09.2005,0,0,0.007059681
17.09.2005,0,0,0.04612803
18.09.2005,0,0,0
19.09.2005,0,0,0.021724828
20.09.2005,0,0,0.41016427
21.09.2005,0,0,0.16518864
22.09.2005,0.533333333,0.43843415,0.81251293
23.09.2005,3.933333333,1.9000137,1.0196835
24.09.2005,3.466666667,0.07214026,0.14631681
25.09.2005,0,1.8332778,0.00454607
26.09.2005,0,0.55487794,0.3730879
27.09.2005,0,6.7210174,5.0688167
28.09.2005,0,3.1604266,1.5168631
29.09.2005,0.133333333,2.430529,0.7924102
30.09.2005,0,1.1951486,0.22118236
01.10.2005,0.266666667,0,6.9415364
02.10.2005,1.6,0,1.9291945
03.10.2005,3.8,5.811035,5.4466133
04.10.2005,1,2.0432613,5.978815
05.10.2005,0,0,1.6530213
06.10.2005,1.266666667,0,3.6666405
07.10.2005,0.633333333,0.239213,3.085681
08.10.2005,0.866666667,4.268394,4.0035663
09.10.2005,2.533333333,2.9506931,3.156743
10.10.2005,8.233333333,0.8814434,2.6549144
11.10.2005,3.4,0.97724706,4.6576133
12.10.2005,3.666666667,0.86096567,5.4084544
13.10.2005,0,0.3426434,0.44696227
14.10.2005,0,0,0.40245083
15.10.2005,0,0,0
16.10.2005,0,1.0570449,0.06361655
17.10.2005,0,0.20467058,2.3468313
18.10.2005,0,0.36259916,1.9377109
19.10.2005,0.4,0.03657111,6.5901623
20.10.2005,0.766666667,0.41126722,6.3302655
21.10.2005,1.533333333,0.39834103,1.8271302
22.10.2005,2.1,1.2252948,2.3026454
23.10.2005,1.233333333,1.6714147,4.2324724
24.10.2005,2.333333333,7.600557,2.9636
25.10.2005,0.666666667,2.9915464,0.9376912
26.10.2005,0,1.3414803,0.9124369
27.10.2005,0.066666667,1.4382316,0.57787865
28.10.2005,0,2.1785185,0.85066885
29.10.2005,1.166666667,3.335682,0.5680361
30.10.2005,0,0,1.5766667
31.10.2005,0.3,0,2.4426074
01.11.2005,0,0.17457141,1.0205001
02.11.2005,0,0,0
03.11.2005,0,0,0.28181022
04.11.2005,0,0,0.12812784
05.11.2005,0,0,1.695766
06.11.2005,0.55,0,8.323249
07.11.2005,12.5,0.013586697,5.9825654
08.11.2005,0.6,1.6599804,4.5754795
09.11.2005,1.5,5.8577704,4.1905923
10.11.2005,1.2,1.0034174,2.8163068
11.11.2005,0,0.6702789,0.7023646
12.11.2005,0,0.12861286,0.8057068
13.11.2005,0,0.6355756,0.34131554
14.11.2005,0,0.07789682,0
15.11.2005,0,0,0.006807741
16.11.2005,0,0.106776774,0.28284863
17.11.2005,0,0.20610386,0.2370517
18.11.2005,0,7.3523974,0.29857746
19.11.2005,0,0.13491702,0.9739949
20.11.2005,0,2.2691336,0.4134959
21.11.2005,0,8.836262,0.0162856
22.11.2005,0,1.0956364,0
23.11.2005,0,0,0
24.11.2005,0,0.22534925,0
25.11.2005,0,0,0
26.11.2005,0,0,0
27.11.2005,0,0.087900944,0
28.11.2005,0,0,0
29.11.2005,0,0.49688733,0
30.11.2005,0,0,0
01.12.2005,0,0.13910615,0.6070162
02.12.2005,0,2.8779786,0.013362281
03.12.2005,0.033333333,0,2.8063874
04.12.2005,1.4,2.4999363,2.5304508
05.12.2005,0,0.879654,0.21486674
06.12.2005,0,0.658476,0.10722419
07.12.2005,0,0.6787949,0.004546423
08.12.2005,0,0.045154598,0.006771536
09.12.2005,0,1.4204152,4.2325087
10.12.2005,0.1,0.17318492,0.9919811
11.12.2005,0.8,2.1689072,5.7611876
12.12.2005,2.2,10.232018,3.4522498
13.12.2005,6.366666667,3.755905,2.6691864
14.12.2005,5.866666667,0.5855522,5.5577025
15.12.2005,12.33333333,2.4209418,11.420104
16.12.2005,5.066666667,2.0586817,8.857932
17.12.2005,8.833333333,3.1588898,5.2881618
18.12.2005,8.633333333,1.4834915,3.347511
19.12.2005,11.36666667,11.938161,2.049249
20.12.2005,6.233333333,4.961099,5.023876
21.12.2005,5.4,0.2939027,4.579928
22.12.2005,7.933333333,3.5277085,8.58614
23.12.2005,6.133333333,0.31631997,7.2655125
24.12.2005,5.6,1.0093325,5.1541305
25.12.2005,7.5,15.623751,6.221192
26.12.2005,5.366666667,9.179459,6.6980476
27.12.2005,4.966666667,1.0193843,4.32997
28.12.2005,0.866666667,2.4229307,1.1483822
29.12.2005,0.333333333,1.5541852,0.5519817
30.12.2005,0,6.7545204,0.6810284
31.12.2005,0,0.28785476,0.2975799
01.01.2006,0,0,1.9697788
02.01.2006,0,0.27264273,0.27063188
03.01.2006,0,9.865123,0.2379599
04.01.2006,0,0.17097285,2.4324245
05.01.2006,6.5,0.4510517,3.1793458
06.01.2006,2.833333333,7.4444976,0.94085234
07.01.2006,0,0,3.6289804
08.01.2006,0,0,0
09.01.2006,0,1.3169652,0.38284898
10.01.2006,0,1.2924893,0.10335534
11.01.2006,0,5.145019,1.326161
12.01.2006,0,3.7319236,3.064831
13.01.2006,0.333333333,1.5058078,6.861878
14.01.2006,12.53333333,4.614704,4.138502
15.01.2006,7.466666667,4.6757026,6.5562267
16.01.2006,10.9,10.624163,7.078827
17.01.2006,8.566666667,0.4529569,7.504588
18.01.2006,8.633333333,1.3849334,8.532263
19.01.2006,0,2.6382902,0.770152
20.01.2006,0,1.3482635,0.5633208
21.01.2006,0.433333333,7.5855513,5.1761656
22.01.2006,0.1,6.93126,0.37766206
23.01.2006,1.233333333,0.15057169,4.4945774
24.01.2006,2.6,1.1090937,4.7666693
25.01.2006,1.533333333,0.9947181,4.7100286
26.01.2006,0,0,1.9713938
27.01.2006,2.8,0,0.5998505
28.01.2006,6.066666667,8.14351,2.1636415
29.01.2006,3.166666667,4.0119567,1.7215028
30.01.2006,9.133333333,3.3727567,2.8584456
31.01.2006,4.666666667,2.7354057,2.3218646
01.02.2006,4.166666667,0.932577,2.8614407
02.02.2006,3.066666667,2.463249,2.7354267
03.02.2006,5.666666667,2.5031066,2.7493238
04.02.2006,6.333333333,8.428469,4.4566665
05.02.2006,13.36666667,14.503977,11.431813
06.02.2006,8.9,4.626982,8.602551
07.02.2006,3.866666667,8.665358,4.773812
08.02.2006,4.266666667,6.5133,1.0376128
09.02.2006,4.433333333,7.3495226,1.9215045
10.02.2006,5,4.1876984,8.311405
11.02.2006,4.2,1.0404582,4.9847593
12.02.2006,4.4,5.9117327,10.854185
13.02.2006,0.6,5.0908117,3.756822
14.02.2006,0,0.48248953,0.4287559
15.02.2006,0,7.1604795,0.08753205
16.02.2006,0,0.019813193,0.012891337
17.02.2006,0,1.3116975,1.5014247
18.02.2006,0.733333333,0.78987706,2.547988
19.02.2006,0,9.941586,4.159873
20.02.2006,2.033333333,0.7048505,4.072447
21.02.2006,0.733333333,5.068099,7.5315933
22.02.2006,10.1,9.318425,6.4797683
23.02.2006,4.3,6.501964,2.3919818
24.02.2006,8.533333333,0.3631351,3.0730336
25.02.2006,10.8,0.46267894,9.008514
26.02.2006,5.6,1.8679547,5.0170407
27.02.2006,2.066666667,7.549079,4.1255517
28.02.2006,4.6,2.5788422,4.2960763
01.03.2006,2,6.054898,9.164986
02.03.2006,3.1,1.7716255,8.707254
03.03.2006,16.43333333,2.911445,9.341859
04.03.2006,5,13.839536,10.869487
05.03.2006,5.6,11.468844,9.006357
06.03.2006,4.433333333,2.2508574,5.080573
07.03.2006,0.333333333,4.825568,5.609274
08.03.2006,3.333333333,3.8960795,5.041111
09.03.2006,2.7,0.28828555,2.6817243
10.03.2006,0,7.8050513,3.487035
11.03.2006,3.5,8.390957,6.067543
12.03.2006,12.3,3.2261794,14.779489
13.03.2006,13.4,0.38448367,14.835496
14.03.2006,12.1,16.963205,14.096785
15.03.2006,11.76666667,9.738418,10.120557
16.03.2006,10.83333333,0.31255862,9.793149
17.03.2006,9.9,6.1586194,10.524741
18.03.2006,7.333333333,26.019861,10.277618
19.03.2006,2.666666667,0.57309455,2.8020613
20.03.2006,13.36666667,1.921192,2.3393683
21.03.2006,15.93333333,4.652107,5.778595
22.03.2006,12.93333333,18.686525,3.8044965
23.03.2006,6.8,1.6357957,4.7636914
24.03.2006,7.633333333,6.470453,11.661508
25.03.2006,1.866666667,7.149049,8.053565
26.03.2006,8.833333333,10.066875,2.3504198
27.03.2006,6.9,0.86148727,3.4216373
28.03.2006,13.66666667,3.8965373,4.406552
29.03.2006,20.66666667,6.935577,8.682674
30.03.2006,5.266666667,6.4382524,13.726823
31.03.2006,8.666666667,6.249281,11.688581
01.04.2006,5.633333333,3.7548542,7.2437406
02.04.2006,3.1,1.4828221,3.6551445
03.04.2006,13.73333333,2.3511412,12.799292
04.04.2006,10.56666667,5.9517913,11.708248
05.04.2006,16.16666667,6.306667,6.690561
06.04.2006,16.63333333,10.06147,7.676535
07.04.2006,11.6,4.162305,8.902086
08.04.2006,20.93333333,8.667478,5.6487556
09.04.2006,8.033333333,25.498102,4.7279134
10.04.2006,13.3,3.6211345,5.745945
11.04.2006,0,8.288862,1.9606227
12.04.2006,0,1.7277799,0
13.04.2006,0,0.023731299,0.38471705
14.04.2006,0,0.12298306,0.16136499
15.04.2006,3.466666667,4.2282925,5.4094567
16.04.2006,7.033333333,0.34361455,1.8383744
17.04.2006,6.233333333,0.76164407,3.449366
18.04.2006,6.266666667,9.846964,2.18164
19.04.2006,6.733333333,4.6599784,0.25027907
20.04.2006,0,1.6473478,0.12658164
21.04.2006,0.266666667,0.7418075,1.6928989
22.04.2006,0,0.15693621,0.2434691
23.04.2006,0,0.047296766,2.0261123
24.04.2006,2.066666667,0.18786725,5.9936094
25.04.2006,0.7,0.1551785,0.8907529
26.04.2006,0.666666667,0,1.4561216
27.04.2006,2.4,0,3.7134116
28.04.2006,0,0,0.003786804
29.04.2006,3.1,3.0356946,3.0428376
30.04.2006,0,0.11548287,2.7453485
01.05.2006,0,0.1577409,0.70572054
02.05.2006,0,0,0.16736482
03.05.2006,0,0,0.074489444
04.05.2006,0.5,0,1.4694078
05.05.2006,0.866666667,2.3653383,0.9147136
06.05.2006,0.966666667,0.1592321,0.17757578
07.05.2006,1.366666667,0.17271113,4.4792924
08.05.2006,0.266666667,2.625001,1.897106
09.05.2006,0,7.276507,0.060433485
10.05.2006,0,0.046061214,0.3723841
11.05.2006,0,0.020885915,0.72607094
12.05.2006,0,0,0.34797573
13.05.2006,0,0,0.74724823
14.05.2006,0,0,0
15.05.2006,0,0,1.2569392
16.05.2006,0,0,0.5701002
17.05.2006,0,0,0.41786394
18.05.2006,0,0,0.21006317
19.05.2006,0,0,0.16218095
20.05.2006,0,0,0.25478166
21.05.2006,0,0,0.04034691
22.05.2006,0,0,0.10157447
23.05.2006,0,0.044992052,0.91899455
24.05.2006,0,0,0.9638929
25.05.2006,0,0,0.10886794
26.05.2006,0,0,0
27.05.2006,0,0,0.01080191
28.05.2006,0,0,0
29.05.2006,0,0,0.002221265
30.05.2006,0,0,0.016588554
